country,year,economic,military,total
Dominican Republic,2010,88024111.98,9279635.98,97303747.95
Dominican Republic,2011,73284501.6,10079352.98,83363854.58
Dominican Republic,2012,85824170.97,9299447.85,95123618.83
Dominican Republic,2013,61629700.94,2045661.09,63675362.03
Dominican Republic,2014,47654614.32,6734223.98,54388838.3
Dominican Republic,2015,110343296.89,4906041.79,115249338.69
Dominican Republic,2016,53212197.42,6053733.31,59265930.73
Dominican Republic,2017,57813193.87,6470302.28,64283496.15
Dominican Republic,2018,54515156.3,3319237.47,57834393.77
Dominican Republic,2019,47354222.22,5035503.17,52389725.39
Ecuador,1946,6457033.49,0.0,6457033.49
Ecuador,1947,6792234.69,0.0,6792234.69
Ecuador,1948,5317257.68,0.0,5317257.68
Ecuador,1949,4285823.17,0.0,4285823.17
Ecuador,1950,5214528.59,0.0,5214528.59
Ecuador,1951,5775641.97,0.0,5775641.97
Ecuador,1952,11103244.01,18241043.72,29344287.73
Ecuador,1953,7788088.64,31152354.57,38940443.21
Ecuador,1954,10006707.73,8467214.24,18473921.97
Ecuador,1955,12223913.04,9167934.78,21391847.83
Ecuador,1956,32769801.32,17092430.46,49862231.79
Ecuador,1957,45960664.11,15870791.83,61831455.94
Ecuador,1958,41135399.88,28899361.44,70034761.31
Ecuador,1959,51492673.99,27222460.32,78715134.31
Ecuador,1960,56873208.91,5998769.42,62871978.33
Ecuador,1961,85531075.46,73008791.44,158539866.9
Ecuador,1962,241458235.29,32090791.76,273549027.06
Ecuador,1963,231458372.09,22616229.07,254074601.16
Ecuador,1964,184635820.9,33118243.4,217754064.29
Ecuador,1965,114871670.43,36873171.56,151744841.99
Ecuador,1966,146011602.21,23523401.1,169535003.31
Ecuador,1967,50652225.2,39538885.79,90191110.99
Ecuador,1968,37292435.23,13914739.9,51207175.13
Ecuador,1969,66874132.8,12644783.94,79518916.75
Ecuador,1970,136475446.85,12330397.93,148805844.78
Ecuador,1971,114272247.09,1490069.83,115762316.92
Ecuador,1972,46137435.9,0.0,46137435.9
Ecuador,1973,79210155.61,0.0,79210155.61
Ecuador,1974,32680463.3,4298.93,32684762.23
Ecuador,1975,31173943.17,1484659.04,32658602.22
Ecuador,1976,17804596.04,38477842.81,56282438.85
Ecuador,1977,12941393.96,52298996.37,65240390.33
Ecuador,1978,17739586.19,34069045.57,51808631.76
Ecuador,1979,18418344.16,1334321.11,19752665.27
Ecuador,1980,31998676.46,8729128.4,40727804.87
Ecuador,1981,45603159.03,10597239.75,56200398.77
Ecuador,1982,52703516.41,11478946.27,64182462.67
Ecuador,1983,58833220.28,10004056.2,68837276.48
Ecuador,1984,61474292.92,14290591.54,75764884.46
Ecuador,1985,107063076.19,13783421.33,120846497.52
Ecuador,1986,121676509.97,9079191.24,130755701.2
Ecuador,1987,89912698.28,1068508.25,90981206.53
Ecuador,1988,40065070.77,1293347.4,41358418.17
Ecuador,1989,74566349.25,1193370.5,75759719.75
Ecuador,1990,42627572.76,6504587.07,49132159.83
Ecuador,1991,42118547.97,4848831.25,46967379.23
Ecuador,1992,48207909.03,11237644.87,59445553.91
Ecuador,1993,31207323.46,8361786.32,39569109.78
Ecuador,1994,31257264.71,813329.64,32070594.34
Ecuador,1995,22573982.53,458413.75,23032396.27
Ecuador,1996,20952912.03,861803.26,21814715.29
Ecuador,1997,22905105.28,4401904.4,27307009.68
Ecuador,1998,23223004.9,7655804.66,30878809.57
Ecuador,1999,40953086.24,14880387.02,55833473.26
Ecuador,2000,93387608.71,18152629.97,111540238.68
Ecuador,2001,62301407.37,28568643.13,90870050.51
Ecuador,2002,89073850.49,34915003.7,123988854.19
Ecuador,2003,71334211.06,31437062.95,102771274.02
Ecuador,2004,88027120.79,23780410.26,111807531.05
Ecuador,2005,61517971.9,27205359.11,88723331.01
Ecuador,2006,54801424.72,29710944.3,84512369.02
Ecuador,2007,29245360.65,26542507.36,55787868.01
Ecuador,2008,34789772.06,24513203.48,59302975.54
Ecuador,2009,43084512.97,24329789.73,67414302.7
Ecuador,2010,48285951.54,17747922.47,66033874.01
Ecuador,2011,62742891.79,8291878.4,71034770.18
Ecuador,2012,28764940.66,5339600.8,34104541.46
Ecuador,2013,49255948.89,4221935.47,53477884.36
Ecuador,2014,24570738.88,225353.37,24796092.25
Ecuador,2015,37581152.92,3502.33,37584655.25
Ecuador,2016,27946661.28,0.0,27946661.28
Ecuador,2017,18807780.1,0.0,18807780.1
Ecuador,2018,79977919.67,294004.61,80271924.28
Ecuador,2019,80136549.17,186275.79,80322824.96
El Salvador,1946,5380861.24,0.0,5380861.24
El Salvador,1947,2910957.72,0.0,2910957.72
El Salvador,1948,2667490.94,0.0,2667490.94
El Salvador,1949,1722900.91,0.0,1722900.91
El Salvador,1950,3476352.4,0.0,3476352.4
El Salvador,1951,1658434.34,0.0,1658434.34
El Salvador,1952,3973375.18,0.0,3973375.18
El Salvador,1953,5459450.14,0.0,5459450.14
El Salvador,1954,4618480.49,0.0,4618480.49
El Salvador,1955,6111956.52,0.0,6111956.52
El Salvador,1956,8192450.33,0.0,8192450.33
El Salvador,1957,12208301.4,0.0,12208301.4
El Salvador,1958,7669311.84,0.0,7669311.84
El Salvador,1959,7552258.85,0.0,7552258.85
El Salvador,1960,6770620.11,568732.09,7339352.2
El Salvador,1961,20046345.81,1456701.13,21503046.94
El Salvador,1962,105844705.88,6780676.47,112625382.35
El Salvador,1963,146459534.88,9598330.23,156057865.12
El Salvador,1964,96191389.21,7940631.46,104132020.67
El Salvador,1965,119948871.33,3344606.09,123293477.43
El Salvador,1966,41628839.78,5138365.75,46767205.52
El Salvador,1967,27135120.64,1989908.85,29125029.49
El Salvador,1968,54773264.25,2744490.16,57517754.4
El Salvador,1969,72446977.21,2095389.49,74542366.7
El Salvador,1970,66650799.62,3052183.44,69702983.07
El Salvador,1971,23659892.57,2179730.53,25839623.1
El Salvador,1972,40370256.41,1706123.93,42076380.34
El Salvador,1973,16118345.62,2334857.49,18453203.11
El Salvador,1974,43849082.57,4866388.38,48715470.95
El Salvador,1975,15197297.3,20859264.73,36056562.02
El Salvador,1976,26459072.54,4058598.24,30517670.77
El Salvador,1977,22909902.72,1950212.69,24860115.41
El Salvador,1978,34858461.93,9549.39,34868011.32
El Salvador,1979,33552432.16,11782.08,33564214.25
El Salvador,1980,157812454.83,16103643.46,173916098.29
El Salvador,1981,281051329.24,87705972.8,368757302.04
El Salvador,1982,420135891.3,153968257.18,574104148.48
El Salvador,1983,542581379.84,113772659.46,656354039.3
El Salvador,1984,460710493.27,47130362.36,507840855.63
El Salvador,1985,895971937.58,281257360.38,1177229297.96
El Salvador,1986,651490533.67,2916003.59,654406537.26
El Salvador,1987,914169050.93,2664357.92,916833408.85
El Salvador,1988,601232435.18,155900018.71,757132453.9
El Salvador,1989,565047142.58,2629460.43,567676603.01
El Salvador,1990,437978485.49,143794477.92,581772963.41
El Salvador,1991,390566420.65,114587251.29,505153671.95
El Salvador,1992,457797756.49,37771854.98,495569611.47
El Salvador,1993,351121818.51,18449448.32,369571266.83
El Salvador,1994,91124378.98,682094.35,91806473.33
El Salvador,1995,99089338.34,632212.01,99721550.35
El Salvador,1996,120531842.22,821604.53,121353446.76
El Salvador,1997,47686951.13,937040.92,48623992.05
El Salvador,1998,62987078.47,1166925.26,64154003.73
El Salvador,1999,88499884.21,2592627.5,91092511.72
El Salvador,2000,49105325.95,1278872.05,50384198.0
El Salvador,2001,180301589.8,12625604.18,192927193.97
El Salvador,2002,173936643.64,4025108.65,177961752.29
El Salvador,2003,117642248.03,6290135.59,123932383.63
El Salvador,2004,82006791.67,17132266.49,99139058.17
El Salvador,2005,42600759.93,12715618.4,55316378.34
El Salvador,2006,58198866.65,22209443.47,80408310.12
El Salvador,2007,617249650.87,12390073.59,629639724.46
El Salvador,2008,76278438.04,9867527.3,86145965.35
El Salvador,2009,44026465.35,14379319.5,58405784.85
El Salvador,2010,65191152.18,7420583.45,72611735.63
El Salvador,2011,87297873.78,11976877.7,99274751.48
El Salvador,2012,60230671.71,11201598.54,71432270.25
El Salvador,2013,66835430.37,10427462.58,77262892.95
El Salvador,2014,85953385.9,5201828.63,91155214.53
El Salvador,2015,345629954.26,10059137.65,355689091.91
El Salvador,2016,68502908.55,10830175.09,79333083.64
El Salvador,2017,113389488.85,10632900.12,124022388.97
El Salvador,2018,90208483.83,6921609.17,97130093.0
El Salvador,2019,76180346.47,9314622.45,85494968.92
Guatemala,1946,8609377.99,0.0,8609377.99
Guatemala,1947,9703192.41,0.0,9703192.41
Guatemala,1948,15065563.44,0.0,15065563.44
Guatemala,1949,24857774.39,0.0,24857774.39
Guatemala,1950,14774497.68,0.0,14774497.68
Guatemala,1951,5775641.97,0.0,5775641.97
Guatemala,1952,8723977.43,0.0,8723977.43
Guatemala,1953,1557617.73,0.0,1557617.73
Guatemala,1954,1547190.97,0.0,1547190.97
Guatemala,1955,77163451.09,0.0,77163451.09
Guatemala,1956,247263046.36,4431370.86,251694417.22
Guatemala,1957,137163856.96,1335731.8,138499588.76
Guatemala,1958,122011779.29,202190.95,122213970.24
Guatemala,1959,84447985.35,1544780.22,85992765.57
Guatemala,1960,49425526.79,3825400.36,53250927.15
Guatemala,1961,142997266.79,761761.14,143759027.93
Guatemala,1962,63513438.82,24145823.53,87659262.35
Guatemala,1963,86960348.84,18928587.21,105888936.05
Guatemala,1964,60038920.78,17675974.74,77714895.52
Guatemala,1965,83773814.9,9964006.77,93737821.67
Guatemala,1966,55919337.02,9071359.12,64990696.13
Guatemala,1967,85029408.04,13061038.07,98090446.11
Guatemala,1968,96144559.59,6584445.6,102729005.18
Guatemala,1969,47926461.84,13519720.52,61446182.36
Guatemala,1970,170329821.26,7289269.99,177619091.25
Guatemala,1971,84068128.92,33637319.61,117705448.52
Guatemala,1972,79779316.24,10361699.15,90141015.38
Guatemala,1973,55262899.26,17587417.69,72850316.95
Guatemala,1974,20213567.28,10433502.29,30647069.57
Guatemala,1975,54947971.59,11105717.26,66053688.84
Guatemala,1976,174035371.01,7708903.39,181744274.4
Guatemala,1977,70489656.19,1685201.21,72174857.4
Guatemala,1978,33954452.87,3183.13,33957636.0
Guatemala,1979,72878085.91,5891.04,72883976.95
Guatemala,1980,35209110.09,0.0,35209110.09
Guatemala,1981,47213959.2,0.0,47213959.2
Guatemala,1982,35640778.92,0.0,35640778.92
Guatemala,1983,65491541.76,0.0,65491541.76
Guatemala,1984,43153404.67,0.0,43153404.67
Guatemala,1985,220722621.99,933209.47,221655831.47
Guatemala,1986,235491522.72,720923.33,236212446.04
Guatemala,1987,370821740.78,969755.18,371791495.96
Guatemala,1988,253869170.81,18087731.2,271956902.01
Guatemala,1989,272305451.28,742868.54,273048319.82
Guatemala,1990,204758795.58,5880203.47,210638999.05
Guatemala,1991,161172684.43,683392.32,161856076.76
Guatemala,1992,106666388.32,350915.3,107017303.63
Guatemala,1993,111591243.23,249802.26,111841045.5
Guatemala,1994,107445239.54,223705.6,107668945.14
Guatemala,1995,57753341.73,0.0,57753341.73
Guatemala,1996,56798786.84,0.0,56798786.84
Guatemala,1997,94642442.98,1430458.61,96072901.59
Guatemala,1998,125157176.63,2451586.27,127608762.9
Guatemala,1999,163481874.84,3391604.08,166873478.92
Guatemala,2000,101632384.36,1937772.31,103570156.67
Guatemala,2001,108024003.21,2039605.21,110063608.42
Guatemala,2002,123543227.94,1530520.71,125073748.65
Guatemala,2003,127936321.07,1567637.94,129503959.01
Guatemala,2004,88105075.93,1805635.85,89910711.78
Guatemala,2005,73755982.12,1425749.2,75181731.32
Guatemala,2006,126591005.01,2332966.76,128923971.77
Guatemala,2007,94917591.12,2837059.09,97754650.21
Guatemala,2008,122128987.79,3540385.32,125669373.12
Guatemala,2009,151360725.14,3808786.79,155169511.93
Guatemala,2010,168639433.73,10706023.7,179345457.43
Guatemala,2011,146195644.14,23063923.39,169259567.52
Guatemala,2012,143617513.2,15163983.82,158781497.02
Guatemala,2013,120559877.0,11048793.04,131608670.05
Guatemala,2014,158437000.33,16733382.77,175170383.11
Guatemala,2015,122329489.32,25257555.27,147587044.59
Guatemala,2016,279576243.9,34615119.92,314191363.82
Guatemala,2017,233933666.78,34742929.88,268676596.65
Guatemala,2018,221866078.22,24378774.18,246244852.4
Guatemala,2019,152681818.16,4795593.22,157477411.38
Haiti,1946,3228516.75,0.0,3228516.75
Haiti,1947,2910957.72,0.0,2910957.72
Haiti,1948,7089676.91,0.0,7089676.91
Haiti,1949,3428658.54,0.0,3428658.54
Haiti,1950,4345440.49,0.0,4345440.49
Haiti,1951,4950550.26,0.0,4950550.26
Haiti,1952,6344710.86,0.0,6344710.86
Haiti,1953,4672853.19,0.0,4672853.19
Haiti,1954,8467214.24,0.0,8467214.24
Haiti,1955,42019701.09,779274.46,42798975.54
Haiti,1956,52133774.83,8132868.87,60266643.71
Haiti,1957,22262196.68,1938965.52,24201162.2
Haiti,1958,28585616.86,1234062.0,29819678.86
Haiti,1959,87194261.29,954330.89,88148592.19
Haiti,1960,81924503.31,11320476.82,93244980.13
Haiti,1961,98895306.0,2960177.06,101855483.07
Haiti,1962,51599294.12,1746437.65,53345731.76
Haiti,1963,37922558.14,6538.37,37929096.51
Haiti,1964,23886452.35,0.0,23886452.35
Haiti,1965,15866252.82,0.0,15866252.82
Haiti,1966,20503756.91,0.0,20503756.91
Haiti,1967,16281072.39,0.0,16281072.39
Haiti,1968,19811606.22,0.0,19811606.22
Haiti,1969,18390386.52,0.0,18390386.52
Haiti,1970,19577349.95,0.0,19577349.95
Haiti,1971,21646284.69,0.0,21646284.69
Haiti,1972,23549316.24,0.0,23549316.24
Haiti,1973,34539312.04,0.0,34539312.04
Haiti,1974,49007798.17,0.0,49007798.17
Haiti,1975,36239708.94,54554.4,36294263.34
Haiti,1976,127330735.28,367838.39,127698573.67
Haiti,1977,138278233.84,2014766.77,140293000.6
Haiti,1978,87663413.53,2005372.2,89668785.73
Haiti,1979,72936996.33,1098679.41,74035675.75
Haiti,1980,73300837.39,314270.3,73615107.68
Haiti,1981,85145466.55,1011375.3,86156841.85
Haiti,1982,79079491.8,1180876.13,80260367.92
Haiti,1983,102027230.1,1412103.36,103439333.46
Haiti,1984,99330065.64,1491359.13,100821424.78
Haiti,1985,114615466.13,1420460.44,116035926.57
Haiti,1986,157038101.99,468499.19,157506601.19
Haiti,1987,199660938.88,501665.61,200162604.5
Haiti,1988,77013480.44,0.0,77013480.44
Haiti,1989,116768269.78,183878.35,116952148.14
Haiti,1990,107450740.69,883360.88,108334101.58
Haiti,1991,139740884.56,2858600.97,142599485.53
Haiti,1992,106893480.65,0.0,106893480.65
Haiti,1993,108526406.19,0.0,108526406.19
Haiti,1994,142262698.95,0.0,142262698.95
Haiti,1995,231609153.03,14522171.95,246131324.98
Haiti,1996,133772595.14,1030461.01,134803056.15
Haiti,1997,143713077.58,754461.29,144467538.87
Haiti,1998,147779426.2,1400906.44,149180332.64
Haiti,1999,142373407.7,676849.4,143050257.11
Haiti,2000,120169670.14,1647971.54,121817641.68
Haiti,2001,112389662.17,4120058.87,116509721.04
Haiti,2002,84108254.18,903894.48,85012148.65
Haiti,2003,111972268.55,793755.21,112766023.76
Haiti,2004,170318400.55,892180.89,171210581.44
Haiti,2005,300162718.82,694165.67,300856884.49
Haiti,2006,224380010.09,1632826.68,226012836.77
Haiti,2007,227744299.84,1574926.84,229319226.68
Haiti,2008,342268359.86,1498910.19,343767270.05
Haiti,2009,455253382.78,3696798.32,458950181.1
Haiti,2010,1594679969.0,2106141.34,1596786110.35
Haiti,2011,670161726.64,2208176.28,672369902.92
Haiti,2012,535317480.54,246568.55,535564049.09
Haiti,2013,396343254.32,1909446.9,398252701.22
Haiti,2014,379445698.56,1995135.74,381440834.3
Haiti,2015,534502297.79,1148163.05,535650460.84
Haiti,2016,393179804.62,1535137.92,394714942.54
Haiti,2017,319391845.14,1858498.25,321250343.39
Haiti,2018,251701781.77,5334396.16,257036177.93
Haiti,2019,257449379.91,432573.0,257881952.91
Honduras,1946,3228516.75,0.0,3228516.75
Honduras,1947,5821915.44,0.0,5821915.44
Honduras,1948,2658628.84,0.0,2658628.84
Honduras,1949,1714329.27,0.0,1714329.27
Honduras,1950,869088.1,0.0,869088.1
Honduras,1951,1650183.42,0.0,1650183.42
Honduras,1952,6352641.75,0.0,6352641.75
Honduras,1953,5459450.14,0.0,5459450.14
Honduras,1954,8482609.17,3817943.87,12300553.05
Honduras,1955,14515896.74,733434.78,15249331.52
Honduras,1956,20108741.72,290459.6,20399201.32
Honduras,1957,47396934.87,947938.7,48344873.56
Honduras,1958,55776813.39,383465.59,56160278.98
Honduras,1959,29522466.42,432538.46,29955004.88
Honduras,1960,29113666.47,2362946.42,31476612.88
Honduras,1961,36751633.99,968906.71,37720540.7
Honduras,1962,21830470.59,9889864.71,31720335.29
Honduras,1963,87614186.05,5623000.0,93237186.05
Honduras,1964,76178415.61,2621053.96,78799469.58
Honduras,1965,26020654.63,5477030.47,31497685.1
Honduras,1966,86985635.36,8450033.15,95435668.51
Honduras,1967,62109276.14,5414964.08,67524240.21
Honduras,1968,83325284.97,5710404.15,89035689.12
Honduras,1969,23963230.92,4647752.23,28610983.15
Honduras,1970,38086171.21,2327488.24,40413659.45
Honduras,1971,36244941.81,4309120.86,40554062.67
Honduras,1972,27394102.56,3008545.3,30402647.86
Honduras,1973,35460360.36,2703276.82,38163637.18
Honduras,1974,116071100.92,2854489.3,118925590.21
Honduras,1975,138724047.12,16237727.65,154961774.77
Honduras,1976,88633967.64,13180718.09,101814685.74
Honduras,1977,41518465.26,10729567.37,52248032.63
Honduras,1978,54406066.23,10179651.29,64585717.52
Honduras,1979,85773577.79,6615640.65,92389218.44
Honduras,1980,143727185.26,10747502.29,154474687.55
Honduras,1981,89861928.93,22045514.81,111907443.74
Honduras,1982,186144825.27,47336526.66,233481351.93
Honduras,1983,234077678.13,21616893.69,255694571.82
Honduras,1984,202743767.03,1941540.5,204685307.53
Honduras,1985,472761441.53,139106020.93,611867462.46
Honduras,1986,275939965.88,36734779.31,312674745.2
Honduras,1987,390684933.97,7289951.88,397974885.84
Honduras,1988,300412457.98,78641644.1,379054102.08
Honduras,1989,162500654.68,2083341.73,164583996.4
Honduras,1990,341926293.06,37463015.77,379389308.83
Honduras,1991,212421970.45,57156604.63,269578575.08
Honduras,1992,134761837.33,10363698.66,145125535.99
Honduras,1993,75534000.64,2761066.07,78295066.7
Honduras,1994,56364542.94,870991.35,57235534.29
Honduras,1995,35520494.13,508479.41,36028973.54
Honduras,1996,31801777.58,767854.7,32569632.28
Honduras,1997,43501483.56,1084915.34,44586398.9
Honduras,1998,31999981.82,2890344.21,34890326.02
Honduras,1999,186209091.78,3008182.14,189217273.92
Honduras,2000,58916375.27,1309149.74,60225525.02
Honduras,2001,71867128.95,1748031.81,73615160.76
Honduras,2002,41085889.73,2300500.17,43386389.9
Honduras,2003,119710787.05,2610406.27,122321193.32
Honduras,2004,79033088.75,6318395.84,85351484.58
Honduras,2005,370943819.97,4397242.77,375341062.74
Honduras,2006,97666903.84,3430686.38,101097590.22
Honduras,2007,71672347.31,4449716.02,76122063.33
Honduras,2008,79026865.02,6693224.26,85720089.28
Honduras,2009,46558127.74,4877981.97,51436109.71
Honduras,2010,40980262.4,5432488.88,46412751.28
Honduras,2011,95869375.55,12001479.33,107870854.88
Honduras,2012,66069444.11,11591905.48,77661349.59
Honduras,2013,104087689.82,9431089.34,113518779.15
Honduras,2014,91961258.37,12307454.47,104268712.84
Honduras,2015,119266158.4,23836972.57,143103130.97
Honduras,2016,116442889.4,18898935.06,135341824.46
Honduras,2017,171553649.18,21128487.43,192682136.61
Honduras,2018,118974103.97,10253178.9,129227282.87
Honduras,2019,63599501.97,7172197.28,70771699.25
Mexico,1946,12914066.99,0.0,12914066.99
Mexico,1947,109646074.2,0.0,109646074.2
Mexico,1948,266749093.77,0.0,266749093.77
Mexico,1949,152575304.88,0.0,152575304.88
Mexico,1950,173817619.78,0.0,173817619.78
Mexico,1951,67657520.18,0.0,67657520.18
Mexico,1952,42033709.45,0.0,42033709.45
Mexico,1953,12460941.83,0.0,12460941.83
Mexico,1954,47724298.43,0.0,47724298.43
Mexico,1955,16807880.43,0.0,16807880.43
Mexico,1956,8192450.33,0.0,8192450.33
Mexico,1957,10772030.65,0.0,10772030.65
Mexico,1958,134561562.31,6972.1,134568534.41
Mexico,1959,13044810.74,3432844.93,16477655.68
Mexico,1960,13541240.22,18754617.7,32295857.92
Mexico,1961,29401307.19,4470335.12,33871642.31
Mexico,1962,240796705.88,4782857.65,245579563.53
Mexico,1963,151690232.56,3269186.05,154959418.6
Mexico,1964,338929391.5,1626861.08,340556252.58
Mexico,1965,231012641.08,1167756.21,232180397.29
Mexico,1966,1863977.9,1559528.18,3423506.08
Mexico,1967,1809008.04,500492.23,2309500.27
Mexico,1968,1165388.6,629309.84,1794698.45
Mexico,1969,1114568.88,8286819.62,9401388.5
Mexico,1970,5289746.0,470787.39,5760533.4
Mexico,1971,0.0,22552408.24,22552408.24
Mexico,1972,2402991.45,9640801.71,12043793.16
Mexico,1973,4605.24,50657.66,55262.9
Mexico,1974,1719571.87,133266.82,1852838.69
Mexico,1975,389674.29,428641.72,818316.01
Mexico,1976,2189347.95,367838.39,2557186.33
Mexico,1977,53576487.61,400914.8,53977402.42
Mexico,1978,65298738.75,366060.01,65664798.75
Mexico,1979,39567186.49,509575.17,40076761.66
Mexico,1980,20175611.18,327816.43,20503427.61
Mexico,1981,24334676.46,249143.67,24583820.14
Mexico,1982,20086426.17,189124.69,20275550.86
Mexico,1983,18215912.36,134801.73,18350714.09
Mexico,1984,17864306.2,341369.76,18205675.96
Mexico,1985,23026737.29,441829.26,23468566.55
Mexico,1986,24057029.63,379645.9,24436675.53
Mexico,1987,34508273.97,507590.8,35015864.77
Mexico,1988,35027520.93,329076.56,35356597.48
Mexico,1989,128383865.27,450501.96,128834367.23
Mexico,1990,74031151.49,20398895.9,94430047.39
Mexico,1991,98941163.87,1508943.95,100450107.83
Mexico,1992,72137254.78,28925447.25,101062702.03
Mexico,1993,55580024.3,1177172.76,56757197.07
Mexico,1994,21419315.68,321177.32,21740493.0
Mexico,1995,17653909.16,625820.81,18279729.97
Mexico,1996,39383593.36,3646448.31,43030041.67
Mexico,1997,17633949.81,71157771.1,88791720.91
Mexico,1998,38517262.37,35498075.01,74015337.37
Mexico,1999,29374809.5,31979662.96,61354472.46
Mexico,2000,35435812.95,27810781.28,63246594.23
Mexico,2001,45102084.89,32091103.31,77193188.19
Mexico,2002,97018355.28,26684295.86,123702651.14
Mexico,2003,67332457.5,20309513.56,87641971.06
Mexico,2004,114227947.02,14586027.43,128813974.45
Mexico,2005,120444991.07,14054919.46,134499910.53
Mexico,2006,212222560.36,18971295.61,231193855.97
Mexico,2007,94021409.42,18944154.76,112965564.18
Mexico,2008,100017608.98,14939018.98,114956627.96
Mexico,2009,509875977.97,80208499.58,590084477.55
Mexico,2010,727097874.43,112188843.07,839286717.5
Mexico,2011,381853800.27,107920672.54,489774472.81
Mexico,2012,137579361.12,103864097.41,241443458.53
Mexico,2013,383514770.02,79316846.48,462831616.5
Mexico,2014,304515780.43,55491572.26,360007352.69
Mexico,2015,564679627.53,59265498.28,623945125.81
Mexico,2016,81823676.99,10314449.59,92138126.59
Mexico,2017,255470763.22,53436619.34,308907382.56
Mexico,2018,205676133.82,34862964.18,240539098.0
Mexico,2019,243442604.72,200522387.9,443964992.62
Nicaragua,1946,18294928.23,0.0,18294928.23
Nicaragua,1947,16495427.09,0.0,16495427.09
Nicaragua,1948,4439910.17,0.0,4439910.17
Nicaragua,1949,3437230.18,0.0,3437230.18
Nicaragua,1950,3476352.4,0.0,3476352.4
Nicaragua,1951,5775641.97,0.0,5775641.97
Nicaragua,1952,6344710.86,0.0,6344710.86
Nicaragua,1953,7009279.78,0.0,7009279.78
Nicaragua,1954,9236960.99,3571624.91,12808585.9
Nicaragua,1955,27503804.35,763994.57,28267798.91
Nicaragua,1956,19363973.51,960750.99,20324724.5
Nicaragua,1957,30161685.82,1788157.09,31949842.91
Nicaragua,1958,25099566.03,1903383.76,27002949.78
Nicaragua,1959,27462759.46,796420.02,28259179.49
Nicaragua,1960,24374232.39,2261387.12,26635619.51
Nicaragua,1961,66152941.18,3361103.98,69514045.16
Nicaragua,1962,90629529.41,12674903.53,103304432.94
Nicaragua,1963,49037790.7,7944122.09,56981912.79
Nicaragua,1964,37443628.01,8431272.1,45874900.11
Nicaragua,1965,150412076.75,8808943.57,159221020.32
Nicaragua,1966,108732044.2,7990251.93,116722296.13
Nicaragua,1967,73566327.08,6705389.81,80271716.89
Nicaragua,1968,149752435.23,6596099.48,156348534.72
Nicaragua,1969,13374826.56,4541868.19,17916694.75
Nicaragua,1970,16398212.61,6427041.39,22825254.0
Nicaragua,1971,66449059.98,8140009.85,74589069.83
Nicaragua,1972,22588119.66,4868460.68,27456580.34
Nicaragua,1973,123420475.02,13631515.15,137051990.17
Nicaragua,1974,66633409.79,8451695.72,75085105.5
Nicaragua,1975,164446446.99,16674162.86,181120609.84
Nicaragua,1976,73450482.61,13778448.17,87228930.78
Nicaragua,1977,10916434.44,10913036.86,21829471.3
Nicaragua,1978,44490614.77,1270069.06,45760683.84
Nicaragua,1979,54518652.17,32400.73,54551052.91
Nicaragua,1980,104819980.73,0.0,104819980.73
Nicaragua,1981,147811266.94,0.0,147811266.94
Nicaragua,1982,14419604.59,0.0,14419604.59
Nicaragua,1983,8839.46,0.0,8839.46
Nicaragua,1984,221890.34,0.0,221890.34
Nicaragua,1988,725116.37,0.0,725116.37
Nicaragua,1989,7202515.04,0.0,7202515.04
Nicaragua,1990,398303994.82,0.0,398303994.82
Nicaragua,1991,375696437.4,0.0,375696437.4
Nicaragua,1992,127947062.11,0.0,127947062.11
Nicaragua,1993,219716146.98,0.0,219716146.98
Nicaragua,1994,129016641.47,0.0,129016641.47
Nicaragua,1995,42665707.82,0.0,42665707.82
Nicaragua,1996,36321269.01,0.0,36321269.01
Nicaragua,1997,40350646.49,86008.59,40436655.08
Nicaragua,1998,84191751.27,113264.78,84305016.04
Nicaragua,1999,115822362.28,2133547.04,117955909.31
Nicaragua,2000,48854991.43,302776.92,49157768.35
Nicaragua,2001,92647179.7,474687.12,93121866.82
Nicaragua,2002,71534793.29,1473680.72,73008474.01
Nicaragua,2003,73109314.46,2452613.73,75561928.19
Nicaragua,2004,56953347.12,2603413.1,59556760.22
Nicaragua,2005,113185539.95,1619289.81,114804829.76
Nicaragua,2006,322229939.76,2312962.76,324542902.52
Nicaragua,2007,83140280.19,5658295.89,88798576.08
Nicaragua,2008,80303881.19,5129921.75,85433802.94
Nicaragua,2009,45084367.17,7557453.46,52641820.63
Nicaragua,2011,72622914.94,4754339.89,77377254.83
Nicaragua,2012,32403821.23,6121611.65,38525432.88
Nicaragua,2013,48714908.34,638274.55,49353182.89
Nicaragua,2014,61642678.98,2687989.02,64330667.99
Nicaragua,2015,42169228.4,8010365.14,50179593.54
Nicaragua,2016,30832792.8,2519282.36,33352075.16
Nicaragua,2017,42237393.24,3221189.87,45458583.11
Nicaragua,2018,30914113.56,74416.06,30988529.62
Nicaragua,2019,44235524.74,205941.46,44441466.2
Panama,1946,2152344.5,0.0,2152344.5
Panama,1947,1940638.48,0.0,1940638.48
Panama,1948,1772419.23,0.0,1772419.23
Panama,1949,2571493.9,0.0,2571493.9
Panama,1950,1746867.08,0.0,1746867.08
Panama,1951,3308617.75,0.0,3308617.75
Panama,1952,11896332.86,0.0,11896332.86
Panama,1953,11682132.96,0.0,11682132.96
Panama,1954,12315947.98,0.0,12315947.98
Panama,1955,22155842.39,0.0,22155842.39
Panama,1956,72987284.77,0.0,72987284.77
Panama,1957,99102681.99,0.0,99102681.99
